user pakeeza language ka istemaal tu koi nooni bhayoon se poochhay youthie pe aewen e criticism karte hain . yeh bhi sahb	neutral
nahi wo is news ko defend kerne ki koshesh ker rhe hain	neutral
user noone cares we will boycott world cup till hashtag recovers and his attacker krishnamurthy is arreste	neutral
user face with tears of joy rolling on the floor laughing rolling on the floor laughing lulli hoti nahi khadi baten karalo badi badi	neutral
dho diya ashk e nadamat ne gunahon ko meray tar hua daman to baare paak daman ho gaya . momin khan momin	neutral
user beta nafrat tum jaise jahil illiterate failate hain pata nhi kon si doctor of philosophy chal rhi h	negative
one of my favorites too . another one at the beginning of the movie . chhoti chhoti chitrayi yaadein	positive
user user tera nam taray ander ki jalan btaa raha hai . sari duniya main oil price	negative
. jai bheem . . great news for bahujan kumbkarnaas becoz of whom this is in happening . this is the kick st	neutral
do not you love when the one person that gave a fuck about you is dead	neutral
en ki zalalat ki daastano se tareekh k aoraaq bhare pare hai behna ye aise nahi samaj	positive
tum india wale sari yahi sochti ho ki pakistan wale atankistan h par nhi kuch he log lagti h thik pakistani bhuta achi h	positive
rohit bhai i am your big fan want to meet you	positive
mother lanat bhejta hn tun pe or tmare harami leader niazi pe	negative
user rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing inta seriously nahi leneka segments ko segments are pure fun nonsense and only cast makes sense	negative
user user user kutta bhonkne lga bhaiyo firse sale gale me patt	negative
world cup mein mard nahi khusre gae hein jo larna nahi twitter per user k sath talian bajana jaante hein	negative
bhaijaan ji please mein apka bahot bahot bada fan hoon please meri jindagi bachalijiye please mein	neutral
the scene where sahil proposed to vedika that dialogue was magical indeed because i have not heard that	positive
user user a bhauji tohra ka haal ba tu kahe ludhak gailu eka matlab akhilesh bha	neutral
scratch that . kfc ke bhi auqaat nahi rahee after today is defeat pesay doob gayee sarfi ke chakaar main . andaay	negative
hashtag user papa ji aj mera p hd entrance exam tha ap ji ki rehmt se bahut acha ho gy	positive
to all muslim sab e qadar mubarak beating heart	positive
user user kai bar product khrab nhi hota logo ki choice khrab hoti hai product ki	neutral
aaiye aapka intezaar tha damn kitna khoobsurat hai yeh ladka . mashallah face blowing a kiss face blowing a kiss face blowing a kiss can not wait for new season	positive
love you bhaijan father and son hashtag hashtag best picture from entire hashtag mashallah ok hand heart suit	positive
tera jat talbani jess harqate kyu kar tahe masum logo ko kyu marta tab tera ammi kaha mar jate he	negative
mazhab ke naam par election jeetna koi bada kaarnama nahi hota a message to user and	negative
one of the best post i have seen . well done and respect	positive
may allah bless us all with strong imaan taqwa piety a pure heart and good manners . flower ya allah give me eyes that se	positive
chiller man giving big jhtka hashtag has made it a laughing stock user user	neutral
you do things for people you adore because you just want to . it is not a transaction . it is not give and take . you do because it is what you are su	neutral
apne desh ke logo ko thug kar chala sanjeev kapoor world cup dekne	negative
ab ye btaega . isse pucho tere jiyne be mla hai usme se gina hindu mla kaunsa hai teri muslim awaadi wale gaao	neutral
no lie i think you should buy a new pair bc i have not put these shits on the charger in a minute	neutral
user user user bhai yeah glasses wali admi kon hai jo appki har picture main hota hai ?	neutral
user user user mumta bano mhatma ghandhi ki smadhi pe nhi jayegi kyu ? vhan ghandhi ji ke akhi	neutral
user user user user india me to modi ji aaane k baad muslims sa	neutral
boy kiya age hy tmhri girl smirking face boy be mine . i love you red heart beating heart girl i am taken boy abhi tmhri umer hi	neutral
user user by the way kisi jhootay maseeha ko maseeha man leny sy qafir nahi ho jata koi k	negative
mc hai sala user sale lo jyada ghamand hai kuch din ruk sale tera ghamand dur ho jayega	neutral
user ikk toh sarkar job ni de rhi or upper se apne india ke log kaam karna nahi chahat	neutral
han chara ghotale mein bhi to laloo ne kitney hi gavahon ki maut ke ghat utar diya that	negative
good morning user papa ji please bless me more sewa sumiran parmarth ka bal bakhshna ji dhan dhan sa	positive
pakistani girls photo without pakistan ka karz ada karo pakistani girls for heera mandi mein bata do karz	neutral
most unpractical and cool sword i have seen	neutral
journals k bare me . but ki isne jbhi isko ye cripption ka certificate dia gaya h	positive
user sir hashtag is kohinoor of study iq he is the best teacher of current aff	positive
last checked mp me congress ki sarkar hai and law and order is a state subject .	neutral
yeah jo aap hamara roza kharaab karay hain na yeh uss ka notice hay laugh out loud . allah aap ko aur aap ki family	neutral
desh ke gaddaro ke liye saal bahut painful hoge kyoki mota bhai is now home minister of india strong	neutral
ekto aap log winking face muskurate bhut ho or sharmate grinning squinting face bhi bhut ho dil to karta hi aaplogon ko eid pr bolaun	positive
user nice joke tmhare ghaddaron ko danda janay waala hai landay ka istimal maal pakra hai ussay	neutral
antar atma ko bech diya hain jab tak beijjat karke bhagaya nahi jata tab tak nahi hilega lekin rahe	positive
khan sahab apko vote diya taky ap pm bany or alhamdulillah ap bany bi pm face blowing a kiss face blowing a kiss face blowing a kiss magar khan sahab ab to gabraht ho rahi	neutral
sir mere a see se ko rs deduct ho gaya hai kekin branch office kahta ki mai nahi janta ki k	neutral
you can not even be nice for a second shaking my head downcast face with sweat salaam my love	neutral
user aapko bahut bahut badhai ho amitshah ji asha karte hain ki aap bhi modi ji ki tarah hi hama	neutral
it would bring me great joy to hear your rendition of des ree is you gotta be . just sayin . xoxo	neutral
mera khayal he apki nazron se woh document nehein guzra jis me apke papa ne bahir janey keley mushar	neutral
no one no one at all jane the virgin narrator i knoow ! straight out of a telenovela right	neutral
user user user bhai please bhagwan kre hashtag acchi movie ho qki hashtag jitna	neutral
wishing my brother user a very happy birthday . many more hits on the way together folded hands smiling face with smiling eyes thank you for giving music to so	positive
apki aik gawahi ne mannat ko pagal saabit kerdia hai watch hashtag tonight at pm only on	neutral
just listened to my first jojo siwa song i am a fan laugh out loud	neutral
sara masla is hi bande ki wajh se hai yehi fasad ki jar hai is ko team nhe chalane ati in palyers ka aps men hasd hai	neutral
user abe chutiye tera criminal jaisa ghatiya publicity stunt to nhi kr rha h n jo unneces	negative
kung hnd ko father checheck bat ka dm ko mukha ni jungkooky hnd ko maalala na ikaw to hahaha	neutral
baby you did an amazing job today i hope you are feeling good i wish i would be at your hotel room wating for yo	positive
dil k khush krny ko ghalib khyal acha ha what a myth	neutral
allah jise chahe izaat de are jise chahey zilat dt dua ha allah nawaz shareef ko us k khandan ko are you	neutral
hashtag good one kudos to the heroes user user	positive
user sahi hoga sayad tabhi sirf appki channel pe ye dikh raha hai warna kuch bikav media	neutral
ja na pakistani pig and dukkar and kutta and suvar ki mix aulad face with tears of joy face with tears of joy squinting face with tongue squinting face with tongue grinning squinting face being jovial and not serious being jovial and not serious rolling on the floor laughing rolling on the floor laughing grinning squinting face grinning squinting face	negative
aise barish se dosti a i nahi maaraz tere khud ka gar mitti ka h ku to khyal kar tera intzar har koi nahi karega	neutral
user what the fuck does this mean apna neeche ka band karke rakhna jyada kholne ki jaroorat hani	negative
ham tu ak ayena ha tu dikhaya gya dagh chahru ka jis ku bura laga samna sa hat jay we love pak army thumbs up	neutral
user happy birthday to you bhai . i pray to baba vishwanath for your good health and bright future .	neutral
good morning pita ji thanks for the new day please bless me sewa sumrin and parmarth bakso ji	neutral
user user superbbb voice arjun ji you have hugging face realy it is mean it so much red heart i salute yuh .	positive
absolutely right but in the history of independent india inclusion and secularism were talked about but nev	neutral
thicccccccc ! xd i can confirm that user did this for a dare . i am one of the witness hahaha .	positive
congrats sir lucknow ki shaan bada di aapne veerta aur shaurya ki missal ab aap pesh kariyega jai hind	neutral
user user ha ha ha . cow mutr peeke we have won all wars against you guys . you should st	neutral
modi ke jitne ka asar vipaksh pe he nahi padosiyo pe bhi hua hai . bokhla gaye sare ke sare . modi akela	positive
bholy bhayaa . ufffff dil jeet liya ap ne . love you imran bhai . mind blowing ap ki acting hai . alla	positive
user user pori dunya main or tum log abhi bhi main face with tears of joy face with tears of joy face with tears of joy face with tears of joy growup ab kisi ko bhaija to sath khud aa jana	neutral
user ne aate hi half century kr di face with tears of joy thnku bhai itne like ke liye	positive
user user jansankhya aur atikraman desh ka sabse bada samasya hai beat plastic pollution jai hind	neutral
user obc bhikhari nahi hai aur bhenchod bheemte obc naam ka account bnakar apni maa chuda rah	negative
hashtag girls photo without pakistan ka karz ada karo pakistani girls for heera mandi mein bata do	neutral
janab thank you very much for your short break user place may allah protect you and your family	positive
user user user user user user chalo grin bc inhi see	neutral
ok hand congratulations ok hand akash bhai aap ko phir se saal ka contract mil gaya hashtag note sorry	positive
husain haqqani sab ap time nikal k mar q nahi jatay is dharti py bojh he ho tum gaddar besharam .	negative
nothing like a fresh hit of pepsi on a day like today	positive
user user pehle tu apna photo dp rak phir bark kar kutte ki tarah chal bhag yaha bandhar kahika	negative
sir need you are blessing on my wedding anniversary myself my wife sonia pranam you aap ka ashirwad be	positive
rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing as known as sir ne to cnbc ke pahele bol diya tha	neutral
nxt five years main india change hone wala hai kyoki modi sarkar bht bda bdlav krne wali hai ye main ni hmare modi sir ka kehna hai	positive
uff kya acting he bholey ji apki kamaal krdya . aisa koi actor hi nai abtk jo is charactr k saat	positive
raand congress se v randwa rjd se buri tarah se haara vote denewale ko sadhuwad	neutral
kalank in theatres now hashtag aap ka hain a character i loved playing in this epic love story no spoilers please	positive
user bahut bahut badhai aap jaise logo ke karan hi modi ji ko majboori mili hai . isi tarah se	positive
sasty or ghatya nashy kar k ye suwar samjhty is trah ki bakwas kar k humein sasti publicity mil jaegi	negative
proud to have been part of this brilliant commercial released during wc time . great production team that include	positive
haha overrated kisko bolte hain chuuuu pehle yeh pata kar bc ata pata kuchh nahi chale aate hain	negative
pogo launches all new show kalari kids love the enthusiasm of my little ones when they saw hashtag dancing an	positive
pakistani to aise hi ki rote rhte hain uss time to england ne pe kar diya tha all out . iss baar bhi wohi ummeed hai	positive
i wanted to see you in loksabha user it is ok kanhaiya ji vichaar badlenge desh badlega vidhyarthi	positive
user wow tum red plain saree pahen na bahut cute lagegi . red plain saree with sleeveless blouse . will look so awasome	neutral
chaa can ihave any cheap ak ? because ak it is my favorite weapon if you wan we can battle if i win you give me	positive
day by day this slogan has proven to be true afghani bhagao mulk bachao !	negative
wo election ke liye badha ke btaya tha accpt this is bar election commission or media ko bhi bewakoof bnaya h janta ke sath	negative
he is a bemaar bhikhari kutta why was he dying dub his stupid movies in hindi no wonder the people of tn	neutral
abp news saal se mon nahi bhara congress ko koste sawal karte ab tweet duwara mazaak urane aare	negative
evm hack ka bahana nhi chla paye winking face with tongue ab fir ye saath nikli slips ka le aaye fir bhi ho gyi bye bye squinting face with tongue winking face with tongue face with tears of joy face with tears of joy hashtag hashtag	neutral
dhan dhan satguru tera hi aasra papa grin good morning pita grin user user hashtag	positive
manmohan singh being considered for party presidents post ek chuppi hazaar baton se behtar hai usse badhiya udaharan nahi ho sakta	neutral
one india sabka saath sabka vikas sabka visvas	positive
prothom kolkata campaigncalling media sangbad biswa bangla etc eisob chotokhato channel gulo dekho . sudhu jai sree ram cholche .	neutral
user tere maa baap ne bohat badhiya sikhaya hai certificate batna sabko ki kaun kiska chamcha	negative
i miss them we were a craze we used for them bas koi kuch galat bolde old memories	neutral
mumtaz bano hindu ko dhamki de rahi hai . bengal me hi nai pure desh me hindu ka khoon garam ho chuka	positive
i love you so much loudly crying face heart suit and theres absolutely nothing to be insecure about bc you are unique in you are own way ok you	positive
ap beti hein apko beshak apny baap ki yaad ati hoo gi allah apko hosla dy pr certainly apka baap ek	positive
thank you all for supporting user thank you . thank you strongwitheliza samanthajayz angelmartin galiya s	positive
han to gaand k keede cow meat kliye pehle se bnde convicted h yeh log aur jb ban h to teri maa ko khilane jaa rha tha	negative
it is proud moment for ganjam that more than students of odisha aadarsh vidyalaya of ganjam scored more than	positive
me wi wickets se jeeta tha ajj wickets se jeet gya world cup hamara hai ye wali chawle koi na m	positive
user sir merey lye bahut khoshi ka maqam hoga agr ap ne mujy reply kya . love you sir	neutral
i love you i said ek raat ka lungi she replied .	positive
pr ye oopr jo btaya wo to surgery ni h na	neutral
very nice tamanna tamanna very nice i like you	positive
apko deputy cm se minister chief kb bnaya ja rhaa h we are waiting	positive
user tera pichwada hai bc rolling on the floor laughing rolling on the floor laughing jb se modi ji jeete hai jali padi hai rolling on the floor laughing tabse pichwaade ki jagah muh se hag rahe ho	positive
shahid bahi wahab riaz ki bowling mein experience nahi sirf wide aur no balls hi hain	negative
nikal dia tha world cup me sayad ek banda call p aya bolta h india england and australia ni ayga semifinal m	negative
hashtag user good afternoon guru grin . bless us and give us power to do more and more sewa s	positive
it is so nice seeing the glow up of people after may hem smiling face with heart eyes congrats guys ok hand wohooo bbye tired year	positive
jitni media ne bjp ke liye prachar ki hai utna to khud bjp ne bhi bjp ke liye nahi surgical strike	positive
user user user user siasat me rawadari hai samajhta hai . wo roza to nahi rahta iftari sam	positive
user sab she pahele tere gahr me kanon lago kr kiyo ke teri faimly pr tera kabo nahi he	neutral
user user user user arjun ji folded hands flower jai punrasar baba ki jai bikaner rajasthan	neutral
doc saab bahut he badhiya video banaya andhere se much better hai	neutral
sari shairi tassali aur dilasay pay hi munhasir hoti hai warna shairi kyun karay koi agar pas ho kuch	positive
user gandhi ko ham isliye rastrapita mante hai kyu ki wo ahinsa vadi the ye nahi hote to aja	positive
if i am not wrong you loved soty to naa	positive
samaj mai ye nahi aaraha ki kyun halat mai sudhaar nahi ho raha hai kyun karyawahi nahi ki ja rahi roads per the	positive
usko toh kejriwal ne khud reject kar diya tha . education minister toh kejriwal khud bana sakta tha ? raj	negative
make a gentle and nice relation with someone life me kisi k sahare ki zarort parti ha	neutral
sex is cool but after nikah ose phele kise ko hath laga ne ka bhi haq nai hai hume	positive
sub bakwas ha ye apni harkaton se baz nhi ayen ge kisi na kisi fault ko jawaz bana kr ye light band ra	negative
user kiss cm shila dixet or under karne wale the feku tum annaji ko be dhokha de diya	neutral
user lekin itne kharab result se kuta bauna harami handsome suvar singh etc ka gussa	negative
hashtag user user pujya guru ji kehte h ki jo insan samya ki kader karte h alasya	neutral
are bsdkk dhruv tyagi ke bare main kitni bar muslim aatankwad bola tune vivek hatyakand ke bad teri zu	negative
ka musalman hamesha secular govt k liye vote karta raha hai karta rahega . haar jeet sikke k d	positive
congress party ne pehle se feku bhakt media ka agenda samaj liya hote to ye chunav nhi hartefeku bhakt media ne fe	negative
user ghoda ghaans se dosti kar lega to khayega kya delhi sarkaar home ministry public ki na	negative
for real tho we are trying to pay off those loans . introducing whopper loans make a purchase through the bk application for a cha	neutral
watching hashtag is making me miss them more . sighhh i am really hoping for bts in ph loudly crying face we miss you everyday guys user	positive
how come he was the first man . what about earlier incidents ab inke naam se roti pel raha hai shame on you	negative
need is branch ke students ki hai jisase digiral india par force diya ja sake aur corruption bhi na ho mai shr	positive
aap pichla saal se media ka ghatna kramank ko rewind karke dekhiye jabbi vipaksh ne ruling party ke neeti ke baar	positive
user aur bakwas karma aur tv per galat sandesh dena to kam hua instead each congressi neta aur kar	negative
user desh aaghe baad raha hai ye religion ke naam pe bakwas karna baand karo aur tumhare aap bhaiyon ko bhi shikhao	positive
i am very sad to hear about veeruji passing away i had the pleasure and privilege of working with veeruji he was an amazing pe	positive
me as a father son papa aaj main night study ke liye jau go ahead me kitne baje son baje tak me haan	neutral
ham log ko koe dukh nhi hay tumko hay to pakistan ja	neutral
i know it is so late for me to comment on this tweet but i just want to say i really miss you and your n	neutral
mp m kamalnath government ko vote diye the ki employment milega pr months ho gye ghanta kuch ni hua na aagey kuch hoga	negative
user user user krishna tab tha jab tera allah peda bhi nahi hua	negative
show acha chalna chahiye people do not care kisko chance diya kisko nhi jo main h kisliye hai entertainment jyada krt	positive
lathi goli ki sarkar nhi chalegi nhi chalegi	negative
chal be har gaya ab to sudhar ja ki fir se uncle user ko harwayega . tere jeson ki wajah s	positive
user user user user user user user	neutral
we eradicate untouchability and poverty is a sin for life .	positive
user user kute ki tarah bhonkta he jb k ye farishta k cousin ka wo attitude he jo tere jese	negative
respected pm modi jiii hamare odisha ka educational system ka daityo aparajita sadangi mam ko dene ke	neutral
kab k uth gye gulshan k karobar bhi chal pare fed the dogs did the few dishes left from last night laundry going on	negative
hashtag have a great weekend ! user user user user user user user	positive
modi chor ko pta tha k evm set ho chuki h aur election commission ko inform kr diya gaya h k hme seat chahiye e	negative
sir congratulations on your marvellous victory user but it seems that no one is ever bothered about sev	negative
make sure he becomes the bootlicker exactly the way you are . allah apke saye se is masoom ko bachaye . ameen !	negative
user pahle usko bulao jisne kaha tha notebandi fail hui to ap mujhe beech chaurahe par phansi par latka dena	neutral
m nh m l n nh em grin i stay strong lalisa . we always love you red heart .	positive
hamsab milkar dhundhe us teesre ko jo muslim me jake hindu bnke aag lagata ya hindu me jake muslim bnke . aur dono	positive
user chutiye ke lodo mna kisne kiya hai orgasm karne ko karo na bhosdi walo agar orgasm nhi ho	negative
user we will miss the beautiful voice of hashtag allah un k darjaat buland far	neutral
harekrishna ke parliament election me hg modi ko koe gali nahi degaphir v modi hi jitega beta jara gali de ke dekh to ?	positive
appne too kabhi kisi shahid ke family ko kabhi bulaya nahi oath ke liye ? kya comparison kar rahe	negative
happiest birthday user . thanku bade bhaiya for motivating and making great content for us .	positive
user allah apko kushiyaan naseeb farmai bhai jan duaon me yad rkhna	positive
correct yeh chatukar good meadiagovt . k always kisi bat nahi sunta boycott hona chahiy magar ye	neutral
kisi ki bhi hatya hona bahut galat hai per ashraf ji jab koi hindu ki maut hoti hai to aap tweet ku nahi	neutral
user aap sadi ke liye kayo tayar hui jab ki veer se aap bahut payar karti hai koi na koi baat	neutral
teri maa ki chut behen ke lode teri gand main jor h to minute ke liye mil le tujhe teri randi maa ke	negative
modi ji apko for ek baar pm banne pr congrats hamare desh ke logo ne jo ye visvas banaya hai apke uper is visvas ko	positive
bhai modi ji ko jeetna hi tha but now early waiting this epic advrtsmnt series mauka mauka	neutral
it is okkkk loveee you are one of my most favourite persons here heart suit	positive
user user user user user sir mai allahabad ald se sirathu	neutral
rubika gandi to bata jo andar ko matri banya h bjp ne o kya bayan deya h sali haramkhor terei chod	negative
ravi shankar ji namaskar waise to sabhi jatiyo ne aapko vote diya kuchh ne nahi diya parantu kayasth ne	negative
jini zindgi guzri a jini baki a sari thank you lant beshumar .	neutral
if you do not like zhoom barabar jhoom movie then we can not be friends .	negative
user are is wajah se khatana mai bahut jam kah gaya tha waha police sahi se duty nahi kar rahi th	negative
today is a birthday of my murshid may allah give them great health that they can more work muslim ummah or allah unka s	positive
listen bhenchod you are such a pyaara bachha i am so fucking happy you finally have a girlfriend oh my god i love you and ill text you when	negative
sir kya apka sharkar aane ke bad bhi muslim safe nhi hain madhay pardesh me . to may ko jo video aaya	neutral
bjp is now garibo ki party who thinks for everyone and congress is now kisi ki bhi party nahi who thinks only for self	positive
user meri life mae aik ap or user apa ke brday ka din aise hota hae js ka mujae bht intazar hota ha because	positive
naa hum bhulte he khuda ko naa unhko jo hume as allah s gift mile he unko bhulne wali galiya hum chor aaye piche	neutral
tumhari marzi chhor do twitter yehi agar facebook hota na toh tum log chhorne ka sochte tak nhi p	neutral
user swami ji karmo ka fal jaroor milta hai chinta na kare . apne acche karm kiye apna dha	positive
no brother aghar tera dost hota team mother to phir possible tha umer akmal p	neutral
user zoo bear bhai tumara har jagah se kaat gaya hai keep calm and start preparing for good luck	positive
so happy that uncle is fine heart suit hamare bb ke pita ji hey aaise hi thodi bimar rehete strong hey uncle	positive
looks great and stays that way hashtag ka prateek hashtag hashtag hashtag hashtag	positive
tum logo ki terah pakistam k logo ka paisa chori ker k harap ker k baher flat or mehal nahi khareeday	negative
jio ki wajah see log ki waat lgi padi hai choro ab apna profit customer ka paisa chura k nikal rhe ho ghatiya	negative
to be construed as tum sabne modi ko vote kyu diya fearful face tumhe meri naukri ki koi chinta nahi ? meri	negative
user haha bombed on trees wheres we did it in broad day light . ask you commanders jo us waqat	neutral
one last reporting trip with user to pick strawberries user you were right this is fun ! can not be	neutral
exclusive censor reports of hashtag is world class . words like movie of the year best performance sunney ko miley ev	positive
i say gaya they hear gautam buddha !	neutral
user user user sarfraz khaan aap hamare haqeeqi hero ho aap ne pakistan kay leye apna gar bar dos	positive
aiiiii mera chhotu bacha love you and adore you so much mini you seem distant a few weeks back but	positive
dede pyaar de is super hit . what ever you want to bark . user to th movie in to cr club !	positive
dear nakko thank you for being the best part of my life . thank you for always there for me i know you love to hug	positive
to meet the love of my life dear	positive
pain yako mar jao apis me lar lar ke wo kuty ke bachy hamre dushman tu chata he ye k ye larn apis	negative
user user user yeh desh mein tadi par bhi home minister banta hai aur ek pm	negative
tu bhi laat khayeg ek din ab election aane waala hain sudhar jaa nahi to ab to teri gaand mein	negative
wow bhai aap dono bahut ache lagte ho please aap dono se request hai shaadi kar lo very nice coupl	positive
hashtag dhan dhan satguru tera hi aasra good morning dear user papa ji beti ka kaam shuru	positive
user user ki rightwingers ne itni li hae ki bechare ka gussa jayaz hae frustrated soul face with tears of joy	positive
user user user bc like karke chodh de	negative
modi ji aaj utthey modi ji ne signature karey modi ji ne aaj saffed kurta pyjama pehna again gonna be sick of this	neutral
bhale teri english thori kachi ha per we are really proud of you brother hashtag red heart	positive
user user user user user user user user	neutral
user user user bjp ko vote on muslim mahilaon n purushon ne diye jinko yojnaon ka fayda milaya modi	neutral
because hind is not indic . vande mataram is better though . but jai shri ram is another emotion .	neutral
han na ghr m nae tha sb ko pehly face with tears of joy so best escape point tha	positive
user arey bhau iss bar budget kaam hain na face with tears of joy lonavla se direct goregaon filmcity mein set laga hain	positive
done sabir bhai bilkul theak kha application na hamian pakistan main application kasay hi anker chaiya jin ka	neutral
i miss youuu loudly crying face and i know you will see this later kraaa but ok but i miss youuuu	neutral
bahut bahut subhkamna user sir hum yuva ko apse yahi ummid hai ki ap humare desh ke ujjaw	positive
rahul ji aapka bahut bahut dhanay wad . aap congres precident hai . aap bahut mehanat kiye . good per aap	positive
rassi jal gayi par bal nahi gayi evm par jor nahi chala to patrakar on ke kapde utaro kuch to karna hai	negative
user so true yaaaar . what a load of disappointment this country has turned out to be disappointed face and ye aisi ch	negative
his special appeal is to defeat bjp ! not giving anything like hopescheme etc . chutiya kya kam hai desh mein . hain	positive
user user user user user user i disagree tunda ba money rituals z	neutral
user user yaar ye kesi demands ker rahay hou itni mushkil sey manaya hai larkay ko nashay lanay pay	neutral
allah says the night of al qadar is better than a thousand months may allah forgive you and your family and fulfi	positive
maam apko inke . jese logo ko jawab nahi dena chaye kyu ki inhone humesa aurto ko burkhe me rk	negative
happy birthday to the most adorable and remarkable human being on this earth love you the most	positive
sir rajasthan ki sari recruitment process band karke kau berozgaro ko pareshan kar rahe ho me	negative
user yahi sb kro hmare desh ke yuvao ko berojgar krke bjp wale ye postman ka kaam de diye hai sa	negative
jo modi ji pe ungli utha rahe he unhe bata du ye pichli sarkar ka paap he agar abhi convince nahi hue to ne	neutral
user bsdk nahi bc kohli are but tumne hamare wali gali seekh li	negative
tumhare jaisa besharm ko jab jaanta ne chun tab v hume itna hi dukh hua tha . visashyak to chuna tha delh	neutral
apun ka naam aa giya akhbaar mein too much happy uff	neutral
wish you all the best jiii	positive
i love when a guy always sees me without makeup and thinks i am cute and then when we go on a date it is like boom yeah you	positive
user jaan bojh kar nahi haare wc ka apna pressure hota hai haarne ka matlab ye nahi k go ahead	positive
navjot singh sidhhu ji aapki life itni achhi ja rahi thi aapke commentary ki tarif pura desh karta tha kapil	positive
. so more chai for iaf	neutral
user user user user user user	neutral
user user user sleepy face sleepy face i feel this	neutral
join us for our first finally friday yoga class ! book using the link in our bio ! we d love to see you there ! user	neutral
menaka gandhi to rahul rajneeti bachhon ka khel nahi hai hum congress mukt bhart ki taraf badh rahe hain gaadi me	positive
user ali bahi jesy hi jawan ki waja sy army par jan deny ko dil krta ha ka kabi nai dekha eid jo	positive
user kya kahun me tumhare baray me tu to meri jaan hr vheez mein do haath agy hai smirking face i love you to namjoon i me	positive
kitna murkh banavoge janta ko . varso se public ko dharm karam ke naam pr murkh banate rahe ho mish	negative
user haan bhadwe yeh sun maine vote nahi diya thaa main de hi nahi sakta par sache	negative
muslim tustikarad hindu virodbhrashtachar public ko bevkuf samajhkar safed jhuthbharat ki sbhya	neutral
user fake news because yrf itni badi galti ni krga hashtag ko ab action me psnd nhi krgi audie	neutral
user user user aplogo ne to betetctet walo ka majak banakar	negative
happy birthday aditi tyagi ji bhagvan se prathna karta hu ke apka khudka channel khul jaye aur pura di	neutral
user user user sarkar ko koi kos nhi rha hai . ye fe	negative
bapa ki to veen aap sab ko mubarak ho humari mubabbat bapa se aur barh jaati hai jb hum mureed e kamil nigran e shoo	neutral
user user chub ne kutte ki awlaad . tere baap ka nahi hai sale yah india . tu ja be nepal ag	negative
he kisi ko mohabbat se dekhna sawaab hai na ? she haan grin he toh phir mujhe sawaab kamaane do na year ol	positive
user user waise gulami ka asli wajah sangh wale nahi batate honge . woh hai aapsi dushman	negative
lagta he ap old age be cross kr chuky han	neutral
jb tk aise chutiye rhenge bharat aage nhi badh skta saale caste ko apne pichhwade me daal lo	negative
